2019-09-26 09:00:00	2019-09-26	9	26	6.7	752.2	72	1	10.0	Moscow
2019-09-26 09:00:00	2019-09-26	9	26	3.6	754.3	97	1	4.0	Saint-Petersburg
2019-09-26 06:00:00	2019-09-26	9	26	6.2	752.0	78	0	10.0	Moscow
2019-09-26 06:00:00	2019-09-26	9	26	1.6	754.1	97	1	0.2	Saint-Petersburg
2019-09-26 03:00:00	2019-09-26	9	26	5.9	752.4	81	0	10.0	Moscow
2019-09-26 03:00:00	2019-09-26	9	26	1.0	754.6	95	1	0.05	Saint-Petersburg
2019-09-26 00:00:00	2019-09-26	9	26	5.9	752.5	81	1	10.0	Moscow
2019-09-26 00:00:00	2019-09-26	9	26	2.2	754.5	94	1	2.0	Saint-Petersburg
2019-09-25 21:00:00	2019-09-25	9	25	6.0	752.6	80	1	10.0	Moscow
2019-09-25 21:00:00	2019-09-25	9	25	1.8	754.6	92	0	20.0	Saint-Petersburg
2019-09-25 18:00:00	2019-09-25	9	25	6.7	752.5	70	1	10.0	Moscow
2019-09-25 18:00:00	2019-09-25	9	25	5.1	755.0	83	1	20.0	Saint-Petersburg
2019-09-25 15:00:00	2019-09-25	9	25	7.2	753.1	54	2	10.0	Moscow
2019-09-25 15:00:00	2019-09-25	9	25	5.6	755.5	75	1	20.0	Saint-Petersburg
2019-09-25 12:00:00	2019-09-25	9	25	8.6	753.0	39	1	10.0	Moscow
2019-09-25 12:00:00	2019-09-25	9	25	5.7	755.7	75	2	20.0	Saint-Petersburg
2019-09-25 09:00:00	2019-09-25	9	25	6.0	753.1	68	1	10.0	Moscow
2019-09-25 09:00:00	2019-09-25	9	25	3.4	755.7	87	1	20.0	Saint-Petersburg
2019-09-25 06:00:00	2019-09-25	9	25	5.1	752.7	67	0	10.0	Moscow
2019-09-25 06:00:00	2019-09-25	9	25	1.3	755.7	91	1	20.0	Saint-Petersburg
2019-09-25 03:00:00	2019-09-25	9	25	5.4	752.5	60	0	10.0	Moscow
2019-09-25 03:00:00	2019-09-25	9	25	0.1	756.1	91	0	20.0	Saint-Petersburg
2019-09-25 00:00:00	2019-09-25	9	25	5.9	752.2	56	1	10.0	Moscow
2019-09-25 00:00:00	2019-09-25	9	25	1.2	756.1	84	0	20.0	Saint-Petersburg
2019-09-24 21:00:00	2019-09-24	9	24	6.6	752.2	56	2	10.0	Moscow
2019-09-24 21:00:00	2019-09-24	9	24	1.5	756.4	79	0	20.0	Saint-Petersburg
2019-09-24 18:00:00	2019-09-24	9	24	6.7	751.7	57	1	10.0	Moscow
2019-09-24 18:00:00	2019-09-24	9	24	5.7	756.5	57	1	20.0	Saint-Petersburg
